职位分类,关键词,工作名称,公司名称,地区,学历,薪资,经验要求,公司性质,公司规模,工作类型
云计算工程师,云计算工程师,系统运维工程师,河南海一云商实业集团有限公司,西安,本科,5000-7000,1-3年,民营,1000-9999人,全职
云计算工程师,云计算工程师,运维工程师双休,,西安,本科,9000-12000,1-3年,,,全职
云计算工程师,云计算工程师,云计算运维工程师,河南海一云商实业集团有限公司,西安,大专,6000-8000,1-3年,民营,1000-9999人,全职
云计算工程师,云计算工程师,运维工程师,软通动力信息技术(集团)股份有限公司,西安,大专,10000-20000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维工程师,,西安,本科,9000-15000,3-5年,民营,10000人以上,全职
云计算工程师,云计算工程师,初级运维工程师,软通动力信息技术(集团)股份有限公司,西安,本科,5000-6000,1-3年,民营,,全职
云计算工程师,云计算工程师,软件实施工程师(医疗),西安长河通讯有限责任公司,西安,本科,6000-12000,无经验,民营,20-99人,全职
云计算工程师,云计算工程师,IAAS/PAAS云运维工程师,,西安,本科,10000-12000,1-3年,合资,,全职
云计算工程师,云计算工程师,云计算大客户技术支持（西安tam）,软通动力信息技术(集团)股份有限公司,西安,本科,10000-15000,3-5年,民营,10000人以上,全职
云计算工程师,云计算工程师,云平台运维工程师,,西安,本科,15000-30000,3-5年,国企,,全职
云计算工程师,云计算工程师,云计算运维/技术支持,软通动力信息技术(集团)股份有限公司,西安,本科,13000-22000,3-5年,合资,500-999人,全职
云计算工程师,云计算工程师,应用系统运维工程师,金航数码科技有限责任公司,西安,本科,10000-13000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维工程师,,西安,本科,4000-6000,无经验,上市公司,10000人以上,全职
云计算工程师,云计算工程师,【周末双休 云计算】大客户销售 2W+,金航数码科技有限责任公司,西安,本科,5000-10000,1-3年,上市公司,,全职
云计算工程师,云计算工程师,运维工程师,外企德科数字技术有限公司,西安,本科,7000-11000,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师,华为技术有限公司,西安,本科,8000-13000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维工程师,外企德科数字技术有限公司,西安,本科,6000-8000,1-3年,股份制企业,1000-9999人,全职
云计算工程师,云计算工程师,云计算销售（双休）,陕西丁甲数据科技有限公司,西安,本科,6000-12000,1-3年,民营,,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,4000-6000,无经验,上市公司,1000-9999人,全职
云计算工程师,云计算工程师,运维工程师,陕西丁甲数据科技有限公司,西安,大专,9000-10000,1-3年,,,全职
云计算工程师,云计算工程师,运维工程师,南京通达海科技股份有限公司,南京,本科,5000-10000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,运维工程师-西安,,西安,本科,6000-9000,3-5年,其它,,全职
云计算工程师,云计算工程师,运维工程师,南京通达海科技股份有限公司,南京,本科,8000-12000,3-5年,国企,100-299人,全职
云计算工程师,云计算工程师,运维工程师,聚思鸿信息技术服务(大连)有限公司,大连,本科,10000-15000,1-3年,民营,,全职
云计算工程师,云计算工程师,实施运维工程师,,西安,本科,6000-10000,3-5年,其它,1000-9999人,全职
云计算工程师,云计算工程师,IT运维工程师,聚思鸿信息技术服务(大连)有限公司,大连,本科,4000-6000,无经验,民营,,全职
云计算工程师,云计算工程师,linux运维工程师,软通动力信息技术(集团)股份有限公司,西安,大专,5000-8000,无经验,民营,300-499人,全职
云计算工程师,云计算工程师,idc机房运维工程师,,西安,大专,5000-8000,无经验,民营,,全职
云计算工程师,云计算工程师,驻场运维工程师,陕西兆通利合,西安,大专,5000-7000,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师(双休),,西安,大专,5000-8000,无经验,民营,,全职
云计算工程师,云计算工程师,linux运维工程师,陕西兆通利合,西安,大专,4000-6000,无经验,民营,300-499人,全职
云计算工程师,云计算工程师,大数据运维工程师,陕西云库华创信息科技有限公司,西安,大专,8000-13000,3-5年,民营,,全职
云计算工程师,云计算工程师,idc机房运维工程师,,西安,大专,5000-8000,无经验,民营,300-499人,全职
云计算工程师,云计算工程师,运维工程师(双休),陕西云库华创信息科技有限公司,西安,大专,4000-7000,无经验,民营,,全职
云计算工程师,云计算工程师,运维工程师（华隆兴新基建）,陕西运大发能源科技有限公司,西安,本科,6000-8000,无经验,民营,10000人以上,全职
云计算工程师,云计算工程师,大数据运维工程师-西安-反馈快,,西安,本科,9000-11000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维工程师(J10617),陕西运大发能源科技有限公司,西安,大专,6000-8000,5-10年,民营,300-499人,全职
云计算工程师,云计算工程师,技术服务工程师(运维),软通动力信息技术(集团)股份有限公司,西安,大专,6000-9000,无经验,股份制企业,,全职
云计算工程师,云计算工程师,afc运维工程师,,西安,大专,5000-9000,无经验,,300-499人,全职
云计算工程师,云计算工程师,系统运维工程师,软通动力信息技术(集团)股份有限公司,西安,大专,6000-9000,1-3年,股份制企业,,全职
云计算工程师,云计算工程师,it技术支持工程师,陕西云库华创信息科技有限公司,西安,大专,7000-14000,5-10年,上市公司,20-99人,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,8000-12000,3-5年,,,全职
云计算工程师,云计算工程师,运维工程师,陕西云库华创信息科技有限公司,西安,大专,8000-12000,3-5年,国企,10000人以上,全职
云计算工程师,云计算工程师,运维工程师（应用管理）,陕西运大发能源科技有限公司,西安,大专,15000-20000,3-5年,民营,,全职
云计算工程师,云计算工程师,物联网运维工程师,,西安,本科,5000-10000,无经验,民营,500-999人,全职
云计算工程师,云计算工程师,运维工程师,陕西运大发能源科技有限公司,西安,本科,6000-8000,5-10年,民营,,全职
云计算工程师,云计算工程师,IT工程师,兴正伟科技控股集团有限公司,西安,本科,9000-14000,无经验,民营,300-499人,全职
云计算工程师,云计算工程师,运维工程师,,西安,本科,9000-14000,3-5年,民营,,全职
云计算工程师,云计算工程师,软件运维工程师,深圳市华扬通信技术有限公司西安分公司,西安,本科,8000-10000,3-5年,上市公司,500-999人,全职
云计算工程师,云计算工程师,it技术支持工程师,,西安,本科,5000-8000,无经验,,,全职
云计算工程师,云计算工程师,运维工程师,深圳市华扬通信技术有限公司西安分公司,西安,大专,8000-13000,3-5年,民营,20-99人,全职
云计算工程师,云计算工程师,西安运维工程师,西安云水时代信息科技有限公司,西安,大专,5000-10000,无经验,民营,,全职
云计算工程师,云计算工程师,运维工程师（西安，弱电安防）,,西安,大专,4000-5000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,erp运维工程师（全程电话面试，双休，不出差）,西安云水时代信息科技有限公司,西安,大专,6000-8000,3-5年,民营,,全职
云计算工程师,云计算工程师,Linux 运维工程师（初级）,软通动力信息技术(集团)股份有限公司,西安,本科,8000-10000,无经验,民营,100-299人,全职
云计算工程师,云计算工程师,技术支持工程师,,西安,本科,6000-10000,1-3年,民营,,全职
云计算工程师,云计算工程师,客服运维工程师,软通动力信息技术(集团)股份有限公司,西安,大专,5000-10000,3-5年,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师,宁夏欣光泰电力技术有限公司,西安,大专,6000-8000,无经验,民营,,全职
云计算工程师,云计算工程师,IT工程师,,西安,本科,5000-7000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,网关运维工程师-Onsite,宁夏欣光泰电力技术有限公司,西安,本科,12000-18000,5-10年,外商独资,,全职
云计算工程师,云计算工程师,Top月入10万/开单快/云计算电话销售,天津华铁科为科技有限公司,天津,本科,7000-14000,1-3年,上市公司,100-299人,全职
云计算工程师,云计算工程师,it工程师,,西安,本科,5000-7000,无经验,民营,,全职
云计算工程师,云计算工程师,K8S云运维工程师（项目制1年起）,天津华铁科为科技有限公司,天津,大专,14000-16000,3-5年,股份制企业,20人以下,全职
云计算工程师,云计算工程师,（接受应届生）云计算销售,软通动力信息技术(集团)股份有限公司,西安,大专,7000-12000,1-3年,上市公司,,全职
云计算工程师,云计算工程师,虚拟化运维工程师,,西安,本科,6000-10000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,IT工程师,软通动力信息技术(集团)股份有限公司,西安,本科,6000-8000,1-3年,股份制企业,,全职
云计算工程师,云计算工程师,驻场运维工程师,西安山海鲲鸿信息科技有限公司,西安,本科,7000-10000,3-5年,上市公司,100-299人,校园
云计算工程师,云计算工程师,运维工程师,,西安,本科,10000-14000,5-10年,民营,,校园
云计算工程师,云计算工程师,运维工程师(J10617),西安奇点能源股份有限公司,西安,大专,6000-9000,5-10年,民营,500-999人,全职
云计算工程师,云计算工程师,软件工程师,,西安,大专,6000-8000,1-3年,股份制企业,,全职
云计算工程师,云计算工程师,赴日JAVA开发，C语言开发，云计算运维等技术岗位,西安奇点能源股份有限公司,西安,本科,10000-15000,无经验,,1000-9999人,全职
云计算工程师,云计算工程师,技术工程师,深圳市讯方技术股份有限公司,深圳,本科,6000-11000,无经验,其它,,全职
云计算工程师,云计算工程师,实习运维工程师,,西安,本科,100-120,无经验,股份制企业,20-99人,全职
云计算工程师,云计算工程师,赴日IT工程师,深圳市讯方技术股份有限公司,深圳,本科,10000-20000,无经验,,,全职
云计算工程师,云计算工程师,云运维工程师,西安智科芯能电子科技有限公司,西安,大专,11000-17000,1-3年,上市公司,20-99人,全职
云计算工程师,云计算工程师,云产品告警管控工程师 |上5休2,,西安,大专,6000-9000,无经验,合资,,全职
云计算工程师,云计算工程师,初级运维工程师,西安智科芯能电子科技有限公司,西安,本科,6000-9000,无经验,,1000-9999人,实习
云计算工程师,云计算工程师,高级运维工程师,北京中瓴时代科技有限公司,北京,本科,13000-15000,5-10年,股份制企业,,实习
云计算工程师,云计算工程师,运维工程师（驻场省公司）,,西安,本科,4000-8000,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,化工运维工程师,北京中瓴时代科技有限公司,北京,本科,6000-8000,5-10年,民营,,全职
云计算工程师,云计算工程师,软件运维工程师,北京三维天地科技股份有限公司,北京,本科,12000-14000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,变更运维工程师,,西安,本科,5000-6000,1-3年,民营,,全职
云计算工程师,云计算工程师,国企煤矿运维工程师（急招）,北京三维天地科技股份有限公司,北京,大专,7000-10000,1-3年,国企,100-299人,全职
云计算工程师,云计算工程师,新能源运维工程师,西安智科芯能电子科技有限公司,西安,大专,8000-13000,5-10年,上市公司,,全职
云计算工程师,云计算工程师,运维工程师（AI方向）,,西安,本科,10000-14000,3-5年,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师（驻场）,西安智科芯能电子科技有限公司,西安,本科,4000-5000,无经验,民营,,全职
云计算工程师,云计算工程师,NetSuite系统运维工程师,科锐尔人力资源服务(苏州)有限公司,苏州,本科,7000-11000,1-3年,上市公司,500-999人,全职
云计算工程师,云计算工程师,云工程师,华为技术有限公司,西安,本科,7000-12000,3-5年,国企,,全职
云计算工程师,云计算工程师,运维工程师（26届-秋季实习）,北京三维天地科技股份有限公司,北京,本科,100-110,无经验,股份制企业,1000-9999人,实习
云计算工程师,云计算工程师,it技术支持工程师,,西安,本科,10000-15000,无经验,民营,,实习
云计算工程师,云计算工程师,运维工程师,北京三维天地科技股份有限公司,北京,本科,7000-10000,无经验,,20-99人,全职
云计算工程师,云计算工程师,aws系统运维工程师,西安码讯电子信息技术有限公司,西安,本科,9000-14000,3-5年,民营,,全职
云计算工程师,云计算工程师,IT技术支持工程师,,西安,不限,4000-8000,无经验,民营,100-299人,校园
云计算工程师,云计算工程师,运维工程师+双休,西安码讯电子信息技术有限公司,西安,不限,7000-10000,无经验,,,校园
云计算工程师,云计算工程师,运维工程师,西安达内优创信息科技有限公司第一分公司,西安,本科,5000-10000,无经验,,100-299人,全职
云计算工程师,云计算工程师,运维工程师,,西安,本科,10000-16000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维工程师（校园招聘）,西安达内优创信息科技有限公司第一分公司,西安,大专,7000-9000,无经验,国企,20人以下,全职
云计算工程师,云计算工程师,服务器/存储/云工程师（售后交付工程师）,西安翱翔科信软件有限责任公司,西安,大专,8000-12000,1-3年,民营,,全职
云计算工程师,云计算工程师,驻场运维工程师,,西安,不限,5000-7000,1-3年,民营,100-299人,校园
云计算工程师,云计算工程师,运维工程师,西安翱翔科信软件有限责任公司,西安,不限,7000-14000,无经验,民营,,校园
云计算工程师,云计算工程师,运维工程师,西安埔和科技有限公司,西安,本科,6000-10000,1年以下,民营,20人以下,全职
云计算工程师,云计算工程师,驻场工程师,,西安,本科,6000-8000,1-3年,民营,,全职
云计算工程师,云计算工程师,运维工程师,西安埔和科技有限公司,西安,本科,4000-6000,无经验,民营,10000人以上,全职
云计算工程师,云计算工程师,运维工程师,西安达内优创信息科技有限公司第一分公司,西安,本科,6000-7000,1-3年,民营,,全职
云计算工程师,云计算工程师,初级运维工程师,,西安,本科,4000-6000,无经验,其它,100-299人,全职
云计算工程师,云计算工程师,网络运维工程师,西安达内优创信息科技有限公司第一分公司,西安,本科,6000-8000,无经验,民营,,全职
云计算工程师,云计算工程师,运维工程师,西安爱克思智能科技有限公司,西安,大专,6000-10000,无经验,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,6000-8000,1-3年,民营,,全职
云计算工程师,云计算工程师,实施工程师,海格尔,西安,大专,4000-6000,1-3年,股份制企业,100-299人,全职
云计算工程师,云计算工程师,软件开发工程师（接受24届、转行）,,西安,大专,10000-18000,无经验,民营,,全职
云计算工程师,云计算工程师,运维工程师,海格尔,西安,本科,5000-10000,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师,西安码讯电子信息技术有限公司,西安,本科,10000-13000,1-3年,民营,,全职
云计算工程师,云计算工程师,容器云运维工程师,,西安,本科,9000-13000,1-3年,民营,1000-9999人,全职
云计算工程师,云计算工程师,运维工程师,西安码讯电子信息技术有限公司,西安,本科,12000-16000,3-5年,上市公司,,全职
云计算工程师,云计算工程师,充电站运维工程师（可接受电力相关专业应届生）,浙江友华工程咨询有限公司,西安,本科,5000-8000,无经验,民营,10000人以上,全职
云计算工程师,云计算工程师,大数据运维工程师,,西安,本科,8000-10000,1-3年,民营,,全职
云计算工程师,云计算工程师,数字化运维工程师,浙江友华工程咨询有限公司,西安,大专,18000-20000,1-3年,国企,1000-9999人,全职
云计算工程师,云计算工程师,实施运维工程师,软通动力信息技术(集团)股份有限公司,西安,大专,8000-11000,3-5年,民营,,全职
云计算工程师,云计算工程师,网络软件技术支持工程师（成都）,,西安,本科,8000-10000,1-3年,国企,1000-9999人,全职
云计算工程师,云计算工程师,信息系统运维工程师,软通动力信息技术(集团)股份有限公司,西安,本科,9000-13000,1-3年,事业单位,,全职
云计算工程师,云计算工程师,运维工程师,联想云领(成都)科技有限公司,成都,大专,8000-14000,3-5年,国企,20-99人,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,7000-9000,3-5年,国企,,全职
云计算工程师,云计算工程师,油烟在线运维工程师,联想云领(成都)科技有限公司,成都,本科,4000-5000,1-3年,民营,1000-9999人,全职
云计算工程师,云计算工程师,java运维工程师,创业慧康科技股份有限公司,西安,本科,5000-10000,无经验,民营,,全职
云计算工程师,云计算工程师,云计算销售经理（运营商）-西安,,西安,博士,12000-16000,无经验,民营,100-299人,全职
云计算工程师,云计算工程师,运维工程师,创业慧康科技股份有限公司,西安,博士,4000-5000,1-3年,股份制企业,,全职
云计算工程师,云计算工程师,客服运维工程师,优阳能源建设(西安)有限公司,西安,本科,5000-10000,无经验,民营,20-99人,全职
云计算工程师,云计算工程师,云运维工程师,,西安,本科,,3-5年,上市公司,,全职
云计算工程师,云计算工程师,油田数字化维护,西安天峻石油工程有限公司,西安,大专,5000-7000,无经验,民营,20-99人,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,13000-20000,3-5年,民营,,全职
云计算工程师,云计算工程师,计算机与财务融合专员,西安天峻石油工程有限公司,西安,大专,4000-8000,1-3年,其它,10000人以上,全职
云计算工程师,云计算工程师,光伏电站运维人员,软通动力信息技术(集团)股份有限公司,西安,大专,5000-8000,无经验,,,全职
云计算工程师,云计算工程师,运维工程师,,西安,本科,8000-11000,3-5年,民营,100-299人,全职
云计算工程师,云计算工程师,美团骑行-运营主管（西安）,软通动力信息技术(集团)股份有限公司,西安,本科,,1-3年,上市公司,,全职
云计算工程师,云计算工程师,智能设备运维值班员,陕西鸿信会计师事务所有限责任公司,西安,大专,7000-9000,无经验,民营,100-299人,全职
云计算工程师,云计算工程师,linux运维工程师,,西安,大专,5000-8000,1-3年,民营,,全职
云计算工程师,云计算工程师,光伏电站运维检修员五险一金,陕西鸿信会计师事务所有限责任公司,西安,本科,5000-8000,无经验,,10000人以上,全职
云计算工程师,云计算工程师,日语运维技术支持,河北高旅客运服务集团有限公司,西安,本科,8000-11000,5-10年,民营,,全职
云计算工程师,云计算工程师,客服运维工程师,某大型公司,西安,本科,6000-10000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,光伏电站运维值班员 五险一金,河北高旅客运服务集团有限公司,西安,本科,5000-8000,无经验,,,全职
云计算工程师,云计算工程师,光伏运维值班长/站长,软通动力信息技术(集团)股份有限公司,西安,大专,9000-15000,3-5年,民营,20人以下,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,11000-15000,3-5年,民营,,全职
云计算工程师,云计算工程师,光伏电站运维人员,软通动力信息技术(集团)股份有限公司,西安,本科,5000-8000,无经验,,10000人以上,全职
云计算工程师,云计算工程师,西安-系统运维-驻场银行,北京三快在线科技有限公司,北京,本科,10000-14000,5-10年,上市公司,,全职
云计算工程师,云计算工程师,运维工程师,,西安,大专,11000-20000,3-5年,民营,100-299人,全职
云计算工程师,云计算工程师,光伏电站运维人员,北京三快在线科技有限公司,北京,大专,5000-8000,无经验,,,全职
云计算工程师,云计算工程师,H82176岗DevOps/SRE运维发布,河北携轨新能源科技有限公司,西安,大专,9000-12000,3-5年,民营,20-99人,全职
云计算工程师,云计算工程师,云平台软件交付工程（西安）,,西安,大专,9000-10000,1-3年,民营,,全职
云计算工程师,云计算工程师,智能运维值班员（五险一金）,河北高旅客运服务集团有限公司,西安,大专,5000-8000,无经验,,100-299人,全职
云计算工程师,云计算工程师,it服务台客服专员,某大型公司,西安,大专,4000-6000,无经验,民营,,全职
云计算工程师,云计算工程师,西安AI项目技术支持（本科-3年以上）,河北高旅客运服务集团有限公司,西安,大专,10000-15000,3-5年,民营,1000-9999人,全职
云计算工程师,云计算工程师,公有云-PaaS,深圳华云信息系统科技股份有限公司,深圳,大专,10000-15000,3-5年,外商独资,,全职
云计算工程师,云计算工程师,能源运维值班员 五险一金,,西安,本科,5000-8000,无经验,,10000人以上,全职
云计算工程师,云计算工程师,HCS项目交付（西安TD）,深圳华云信息系统科技股份有限公司,深圳,本科,12000-15000,3-5年,民营,,全职
云计算工程师,云计算工程师,运维,软通动力信息技术(集团)股份有限公司,西安,大专,,1-3年,上市公司,1000-9999人,全职
云计算工程师,云计算工程师,智能运维值班员,,西安,大专,5000-8000,无经验,,,全职
云计算工程师,云计算工程师,运维,软通动力信息技术(集团)股份有限公司,西安,大专,10000-15000,5-10年,民营,100-299人,全职
云计算工程师,云计算工程师,平台运维实习生,北京互联企信信息技术有限公司,北京,大专,80-140,无经验,上市公司,,全职
云计算工程师,云计算工程师,智能设备运维操作师 五险一金,,西安,本科,5000-8000,无经验,,10000人以上,全职
云计算工程师,云计算工程师,云运维/Linux/网络,北京互联企信信息技术有限公司,北京,本科,7000-12000,1-3年,民营,,全职
云计算工程师,云计算工程师,视频会议技术支持,河北高旅客运服务集团有限公司,西安,本科,4000-6000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,IT实习生,某大型公司,西安,本科,80-150,无经验,民营,,全职
云计算工程师,云计算工程师,客服助理,河北高旅客运服务集团有限公司,西安,大专,7000-9000,1-3年,民营,100-299人,全职
云计算工程师,云计算工程师,机房维护员,软通动力信息技术(集团)股份有限公司,西安,大专,8000-10000,无经验,其它,,全职
云计算工程师,云计算工程师,运维现场实施技术员,,西安,大专,4000-8000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,"西安运维岗位（类型都有，欢迎投递简历,匹配岗位）",软通动力信息技术(集团)股份有限公司,西安,大专,8000-16000,1-3年,民营,,全职
云计算工程师,云计算工程师,智能运维人员包食宿,中软国际,西安,本科,6000-12000,无经验,民营,10000人以上,实习
云计算工程师,云计算工程师,早10晚7的大模型实施运维岗,,西安,本科,6000-9000,无经验,合资,,实习
云计算工程师,云计算工程师,虚拟化运维岗位,软通动力信息技术(集团)股份有限公司,西安,本科,6000-10000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,驻场外派运维技术员,,西安,本科,6000-8000,无经验,,,全职
云计算工程师,云计算工程师,技术运维专员,软通动力信息技术(集团)股份有限公司,西安,本科,4000-8000,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,云服务运维综合管理助理,西安智科芯能电子科技有限公司,西安,本科,8000-15000,3-5年,民营,,全职
云计算工程师,云计算工程师,系统运维实习生,,西安,大专,4000-6000,无经验,,20-99人,全职
云计算工程师,云计算工程师,应用系统运维专家,西安智科芯能电子科技有限公司,西安,大专,13000-15000,5-10年,股份制企业,,全职
云计算工程师,云计算工程师,大数据运维,陕西宇健医疗器械有限公司,西安,本科,7000-12000,无经验,民营,10000人以上,全职
云计算工程师,云计算工程师,信息化运维与管理,,西安,本科,18000-25000,无经验,国企,,全职
云计算工程师,云计算工程师,Deskside Support Engineer,陕西宇健医疗器械有限公司,西安,本科,500-700,1-3年,民营,20-99人,全职
云计算工程师,云计算工程师,IT技术支持,软通动力信息技术(集团)股份有限公司,西安,本科,8000-13000,3-5年,,,全职
云计算工程师,云计算工程师,IT专员,,西安,本科,4000-6000,3-5年,民营,500-999人,全职
云计算工程师,云计算工程师,云产品技术支持+双休+五险一金+纯文职不销售,软通动力信息技术(集团)股份有限公司,西安,本科,5000-8000,无经验,合资,,全职
云计算工程师,云计算工程师,服务器运维,西安智科芯能电子科技有限公司,西安,本科,9000-18000,1-3年,民营,10000人以上,全职
云计算工程师,云计算工程师,Oracle技术顾问,,西安,本科,10000-20000,3-5年,股份制企业,,全职
云计算工程师,云计算工程师,新能源发电站运维岗（全国）,西安智科芯能电子科技有限公司,西安,硕士,9000-18000,5-10年,上市公司,1000-9999人,全职
云计算工程师,云计算工程师,客服运维,陕西鸿盛实业集团有限公司,西安,硕士,5000-10000,3-5年,民营,,全职
云计算工程师,云计算工程师,Java转运维【年前年后随时都可入职】,,西安,大专,6000-11000,无经验,民营,20-99人,兼职/临时
网络安全工程师,网络安全工程师,网络安全工程师,陕西盛为网络科技有限公司,西安,大专,6000-12000,无经验,民营,20-99人,全职
网络安全工程师,网络安全工程师,网络安全工程师,,西安,大专,5000-8000,无经验,民营,,全职
网络安全工程师,网络安全工程师,网络安全工程师,陕西盛为网络科技有限公司,西安,本科,5000-8000,无经验,民营,20-99人,全职
网络安全工程师,网络安全工程师,网络安全工程师,陕西慧缘网络科技有限公司,西安,本科,5000-8000,无经验,民营,,全职
网络安全工程师,网络安全工程师,高级网络安全工程师,,西安,大专,15000-18000,5-10年,股份制企业,300-499人,全职
网络安全工程师,网络安全工程师,网络安全工程师,陕西慧缘网络科技有限公司,西安,大专,5000-10000,无经验,合资,,全职
网络安全工程师,网络安全工程师,网络安全认证工程师（兼职）,陕西运大发能源科技有限公司,西安,大专,10000-20000,3-5年,民营,300-499人,全职
网络安全工程师,网络安全工程师,安全网络设备维护工程师,,西安,大专,5000-10000,3-5年,民营,,全职
网络安全工程师,网络安全工程师,网络安全分析工程师,陕西运大发能源科技有限公司,西安,本科,10000-20000,3-5年,,100-299人,全职
网络安全工程师,网络安全工程师,网络与信息安全工程师,陕西云库华创信息科技有限公司,西安,本科,7000-14000,无经验,民营,,全职
网络安全工程师,网络安全工程师,高级网络安全开发工程师(J12967),,西安,本科,,5-10年,国企,20-99人,全职
网络安全工程师,网络安全工程师,网络运维工程师（网络安全维护）,陕西云库华创信息科技有限公司,西安,本科,6000-8000,3-5年,国企,,全职
网络安全工程师,网络安全工程师,网络工程师,常州程耀数字科技有限公司,西安,本科,8000-12000,3-5年,,20-99人,兼职/临时
网络安全工程师,网络安全工程师,技术支持工程师,,西安,本科,6000-12000,无经验,民营,,兼职/临时
网络安全工程师,网络安全工程师,网络维护管理员,常州程耀数字科技有限公司,西安,本科,4000-5000,1-3年,其它,20-99人,全职
网络安全工程师,网络安全工程师,网络运维工程师,亿维融智软件科技(北京)有限公司,北京,本科,4000-6000,1-3年,股份制企业,,全职
网络安全工程师,网络安全工程师,项目技术支持工程师,,西安,本科,4000-5000,无经验,民营,20-99人,全职
网络安全工程师,网络安全工程师,中高级网络工程师/数通工程师,亿维融智软件科技(北京)有限公司,北京,本科,5000-8000,5-10年,民营,,全职
网络安全工程师,网络安全工程师,机房运维工程师,西安铠盾智能科技有限公司,西安,大专,4000-6000,3-5年,股份制企业,20人以下,全职
网络安全工程师,网络安全工程师,等保测评工程师,,西安,大专,5000-10000,1-3年,民营,,全职
网络安全工程师,网络安全工程师,网络工程师,陕西盛为网络科技有限公司,西安,大专,3000-6000,无经验,民营,20-99人,全职
网络安全工程师,网络安全工程师,网络运维工程师,,西安,大专,5000-7000,无经验,民营,,全职
网络安全工程师,网络安全工程师,技术支持工程师助理（可小白）,陕西盛为网络科技有限公司,西安,本科,4000-8000,无经验,民营,100-299人,全职
网络安全工程师,网络安全工程师,化工厂人员定位系统技术支持工程师,西安信荣华电子科技有限公司,西安,本科,8000-16000,无经验,民营,,全职
网络安全工程师,网络安全工程师,硬件维修工程师,,西安,大专,5000-7000,无经验,国企,20-99人,全职
网络安全工程师,网络安全工程师,网络安防系统安装与维护（26届实习生）,西安信荣华电子科技有限公司,西安,大专,50-100,无经验,民营,,全职
网络安全工程师,网络安全工程师,计算机硬件维护工程师网络客服,西安明昂电子科技有限公司,西安,本科,8000-9000,1-3年,上市公司,20-99人,全职
网络安全工程师,网络安全工程师,硬件工程师助理,,西安,本科,6000-9000,无经验,民营,,全职
网络安全工程师,网络安全工程师,网络工程师,西安明昂电子科技有限公司,西安,本科,7000-9000,3-5年,民营,500-999人,全职
网络安全工程师,网络安全工程师,野外技术工程师（西安）,青岛安然物联网科技有限公司,青岛,本科,6000-8000,无经验,民营,,全职
网络安全工程师,网络安全工程师,服务工程师,,西安,不限,5000-10000,1-3年,民营,20-99人,实习
网络安全工程师,网络安全工程师,技术支持工程师,青岛安然物联网科技有限公司,青岛,不限,7000-12000,无经验,民营,,实习
网络安全工程师,网络安全工程师,物联网网络技术工程师,西安翔迅科技有限责任公司,西安,本科,5000-10000,1-3年,其它,1000-9999人,全职
网络安全工程师,网络安全工程师,技术服务工程师,,西安,本科,5000-10000,1-3年,民营,,全职
网络安全工程师,网络安全工程师,运维硬件工程师,西安翔迅科技有限责任公司,西安,大专,7000-10000,无经验,民营,20-99人,校园
网络安全工程师,网络安全工程师,硬件运维工程师,中科雪狸(陕西)科技有限公司,西安,大专,6000-9000,无经验,其它,,校园
网络安全工程师,网络安全工程师,it网络工程师,,西安,本科,8000-10000,1-3年,其它,20-99人,全职
网络安全工程师,网络安全工程师,技术支持工程师,中科雪狸(陕西)科技有限公司,西安,本科,6000-8000,无经验,民营,,全职
网络安全工程师,网络安全工程师,市场技术工程师（工业品）,恒银金融科技股份有限公司,西安,本科,6000-10000,1-3年,民营,20-99人,全职
网络安全工程师,网络安全工程师,技术支持工程师,,西安,本科,5000-9000,1-3年,民营,,全职
网络安全工程师,网络安全工程师,技术调试工程师/电气工程师,西安唯海智慧安防技术有限公司,西安,本科,6000-9000,1-3年,民营,500-999人,全职
网络安全工程师,网络安全工程师,技术支持工程师,,西安,本科,6000-11000,1年以下,民营,,全职
